"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
8551,68638,"2850002000","80","Hydrides; nitrides","1998-01-01","#NA",36156,"2850000000","80"
8552,69895,"2850002010","80","Silane (CAS RN 7803-62-5)","1998-07-01","#NA",68638,"2850002000","80"
8553,96317,"2850002040","80","Germanium tetrahydride (CAS RN 7782-65-2)","2012-07-01","#NA",68638,"2850002000","80"
8554,103685,"2850002060","80","Disilane (CAS RN 1590-87-0)","2018-01-01","#NA",68638,"2850002000","80"
8555,104126,"2850002070","80","Cubic Boron nitride (CAS RN 10043-11-5)","2019-01-01","#NA",68638,"2850002000","80"
8556,105455,"2850002080","80","Arsine (CAS RN 7784-42-1) with a purity by volume of 99,999 % or more","2020-07-01","#NA",68638,"2850002000","80"
8557,70103,"2850002090","80","Other","1998-07-01","#NA",68638,"2850002000","80"
8558,90273,"2850006000","80","Azides; silicides","2009-01-01","#NA",36156,"2850000000","80"
8559,90700,"2850006010","10","Azides","2009-01-01","#NA",90273,"2850006000","80"
8560,90701,"2850006010","80","Sodium azide (CAS RN 26628-22-8)","2009-01-01","#NA",90700,"2850006010","10"
8561,90702,"2850006019","80","Other","2009-01-01","#NA",90700,"2850006010","10"
8562,106024,"2850006091","10","Silicides","2021-02-18","#NA",90273,"2850006000","80"
8563,106030,"2850006091","80","Calcium silicon - a chemical compound that contains by weight 16 % or more of calcium, 45 % or more of silicon, less than 14 % of iron and not more than 10 % of any other element; whether or not presented in bulk, packaged in bags or in steel drums, enclosed in steel sheets (or cored wire), or otherwise presented","2021-02-18","#NA",106024,"2850006091","10"
8564,106029,"2850006095","80","Other","2021-02-18","#NA",106024,"2850006091","10"
8565,36163,"2850009000","80","Borides","1972-01-01","#NA",36156,"2850000000","80"
8566,85116,"2852000000","80","Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams","2007-01-01","#NA",36095,"2843000000","10"
8567,95292,"2852100000","80","Chemically defined","2012-01-01","#NA",85116,"2852000000","80"
8568,95293,"2852900000","80","Other","2012-01-01","#NA",85116,"2852000000","80"
8569,85159,"2853000000","80","Phosphides, whether or not chemically defined, excluding ferrophosphorus; other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals","2007-01-01","#NA",36095,"2843000000","10"
8570,101239,"2853100000","80","Cyanogen chloride (chlorcyan)","2017-01-01","#NA",85159,"2853000000","80"
8571,101240,"2853900000","80","Other","2017-01-01","#NA",85159,"2853000000","80"
8572,101241,"2853901000","80","Distilled or conductivity water and water of similar purity","2017-01-01","#NA",101240,"2853900000","80"
8573,101242,"2853903000","80","Liquid air (whether or not rare gases have been removed); compressed air","2017-01-01","#NA",101240,"2853900000","80"
8574,101243,"2853909000","80","Other","2017-01-01","#NA",101240,"2853900000","80"
8575,102775,"2853909020","80","Phosphine (CAS RN 7803-51-2)","2017-01-01","#NA",101243,"2853909000","80"
8576,101246,"2853909090","80","Other","2017-01-01","#NA",101243,"2853909000","80"
8577,36168,"2900000000","80","ORGANIC CHEMICALS","1971-12-31","#NA","#NA","#NA","#NA"
8578,36169,"2901000000","10","I. HYDROCARBONS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES","1972-01-01","#NA",36168,"2900000000","80"
8579,36170,"2901000000","80","Acyclic hydrocarbons","1972-01-01","#NA",36169,"2901000000","10"
8580,36171,"2901100000","80","Saturated","1972-01-01","#NA",36170,"2901000000","80"
8581,36174,"2901210000","10","Unsaturated","1972-01-01","#NA",36170,"2901000000","80"
8582,36175,"2901210000","80","Ethylene","1972-01-01","#NA",36174,"2901210000","10"
8583,36176,"2901220000","80","Propene (propylene)","1972-01-01","#NA",36174,"2901210000","10"
8584,36177,"2901230000","80","Butene (butylene) and isomers thereof","1972-01-01","#NA",36174,"2901210000","10"
8585,36180,"2901240000","80","Buta-1,3-diene and isoprene","1972-01-01","#NA",36174,"2901210000","10"
8586,36183,"2901290000","80","Other","1972-01-01","#NA",36174,"2901210000","10"
8587,36186,"2902000000","80","Cyclic hydrocarbons","1972-01-01","#NA",36169,"2901000000","10"
8588,36187,"2902110000","10","Cyclanes, cyclenes and cycloterpenes","1972-01-01","#NA",36186,"2902000000","80"
8589,36188,"2902110000","80","Cyclohexane","1972-01-01","#NA",36187,"2902110000","10"
8590,36189,"2902190000","80","Other","1972-01-01","#NA",36187,"2902110000","10"
8591,36195,"2902200000","80","Benzene","1972-01-01","#NA",36186,"2902000000","80"
8592,36198,"2902300000","80","Toluene","1972-01-01","#NA",36186,"2902000000","80"
8593,36201,"2902410000","10","Xylenes","1972-01-01","#NA",36186,"2902000000","80"
8594,36202,"2902410000","80","o-Xylene","1972-01-01","#NA",36201,"2902410000","10"
8595,36203,"2902420000","80","m-Xylene","1972-01-01","#NA",36201,"2902410000","10"
8596,36204,"2902430000","80","p-Xylene","1972-01-01","#NA",36201,"2902410000","10"
8597,36205,"2902440000","80","Mixed xylene isomers","1972-01-01","#NA",36201,"2902410000","10"
8598,36208,"2902500000","80","Styrene","1972-01-01","#NA",36186,"2902000000","80"
8599,36209,"2902600000","80","Ethylbenzene","1972-01-01","#NA",36186,"2902000000","80"
8600,36210,"2902700000","80","Cumene","1972-01-01","#NA",36186,"2902000000","80"
8601,36211,"2902900000","80","Other","1972-01-01","#NA",36186,"2902000000","80"
8602,36225,"2903000000","80","Halogenated derivatives of hydrocarbons","1972-01-01","#NA",36169,"2901000000","10"
8603,36226,"2903110000","10","Saturated chlorinated derivatives of acyclic hydrocarbons","1972-01-01","#NA",36225,"2903000000","80"
8604,36227,"2903110000","80","Chloromethane (methyl chloride) and chloroethane (ethyl chloride)","1972-01-01","#NA",36226,"2903110000","10"
8605,36228,"2903120000","80","Dichloromethane (methylene chloride)","1972-01-01","#NA",36226,"2903110000","10"
8606,36229,"2903130000","80","Chloroform (trichloromethane)","1972-01-01","#NA",36226,"2903110000","10"
8607,36230,"2903140000","80","Carbon tetrachloride","1972-01-01","#NA",36226,"2903110000","10"
8608,36231,"2903150000","80","Ethylene dichloride (ISO) (1,2-dichloroethane)","1972-01-01","#NA",36226,"2903110000","10"
8609,36233,"2903190000","80","Other","1972-01-01","#NA",36226,"2903110000","10"
8610,99485,"2903190010","80","1,1,1-Trichloroethane (methylchloroform)","2016-01-01","#NA",36233,"2903190000","80"
8611,108011,"2903190020","80","1,3-Dichloropropane (CAS RN 142-28-9) with a purity by weight of 99 % or more","2022-07-01","#NA",36233,"2903190000","80"
8612,99486,"2903190090","80","Other","2016-01-01","#NA",36233,"2903190000","80"
8613,36242,"2903210000","10","Unsaturated chlorinated derivatives of acyclic hydrocarbons","1972-01-01","#NA",36225,"2903000000","80"
8614,36243,"2903210000","80","Vinyl chloride (chloroethylene)","1972-01-01","#NA",36242,"2903210000","10"
8615,36244,"2903220000","80","Trichloroethylene","1972-01-01","#NA",36242,"2903210000","10"
8616,106171,"2903220010","80","With a purity by weight of 99 % or more","2021-07-01","#NA",36244,"2903220000","80"
8617,106170,"2903220090","80","Other","2021-07-01","#NA",36244,"2903220000","80"
8618,36245,"2903230000","80","Tetrachloroethylene (perchloroethylene)","1972-01-01","#NA",36242,"2903210000","10"
8619,36246,"2903290000","80","Other","1972-01-01","#NA",36242,"2903210000","10"
8620,107016,"2903410000","10","Saturated fluorinated derivatives of acyclic hydrocarbons","2022-01-01","#NA",36225,"2903000000","80"
8621,106993,"2903410000","80","Trifluoromethane (HFC-23)","2022-01-01","#NA",107016,"2903410000","10"
8622,106994,"2903420000","80","Difluoromethane (HFC-32)","2022-01-01","#NA",107016,"2903410000","10"
8623,106995,"2903430000","80","Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)","2022-01-01","#NA",107016,"2903410000","10"
8624,107066,"2903430010","80","Fluoromethane (methyl fluoride) (HFC-41)","2022-01-01","#NA",106995,"2903430000","80"
8625,107070,"2903430020","80","1,2-Difluoroethane (HFC-152)","2022-01-01","#NA",106995,"2903430000","80"
8626,107076,"2903430030","80","1,1-Difluoroethane (HFC-152a)","2022-01-01","#NA",106995,"2903430000","80"
8627,106996,"2903440000","80","Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)","2022-01-01","#NA",107016,"2903410000","10"
8628,107034,"2903440010","80","Pentafluoroethane (CAS RN 354-33-6)","2022-01-01","#NA",106996,"2903440000","80"
8629,107080,"2903440020","80","1,1,1-Trifluoroethane (HFC-143a)","2022-01-01","#NA",106996,"2903440000","80"
8630,107072,"2903440030","80","1,1,2-Trifluoroethane (HFC-143)","2022-01-01","#NA",106996,"2903440000","80"
8631,106997,"2903450000","80","1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)","2022-01-01","#NA",107016,"2903410000","10"
8632,107082,"2903450010","80","1,1,1,2-Tetrafluoroethane (HFC-134a)","2022-01-01","#NA",106997,"2903450000","80"
8633,107073,"2903450020","80","1,1,2,2-Tetrafluoroethane (HFC-134)","2022-01-01","#NA",106997,"2903450000","80"
8634,107266,"2903450030","80","1,1,1,2-Tetrafluoroethane (CAS RN 811-97-2) conforming to the following specifications:

-not more than 600 ppm by weight of HFC-134 (1,1,2,2-tetrafluoroethane),

-not more than 5 ppm by weight of HFC-143a (1,1,1-trifluoroethane),

-not more than 2 ppm by weight of HFC-125 (pentafluoroethane),

-not more than 100 ppm by weight of HCFC-124 (1-chloro-1,2,2,2- tetrafluoroethane),

-not more than 30 ppm by weight of CFC-114 (1,2-dichlorotetrafluoroethane),

-not more than 50 ppm by weight of CFC-114a (1,1-dichlorotetrafluoroethane),

-not more than 250 ppm by weight of HCFC-133a (1-chloro-2,2,2-trifluoroethane),

-not more than 2 ppm by weight of HCFC-22 (chlorodifluoromethane),

-not more than 2 ppm by weight of CFC-115 (chloropentafluoroethane),

-not more than 2 ppm by weight of CFC-12 (dichlorodifluoromethane),

-not more than 20 ppm by weight of HCC-40 (methyl chloride),

-not more than 20 ppm by weight of HFC-245cb (1,1,1,2,2-pentafluoropropane),

-not more than 20 ppm by weight of H-12B1 (chlorodifluorobromomethane),

-not more than 20 ppm by weight of HFC-32 (difluoromethane),

-not more than 15 ppm by weight of HCFC-31 (chlorofluoromethane),

-not more than 10 ppm by weight of HFC-152a (1,1-difluoroethane),

-not more than 20 ppm by weight of HFO-1131 (1-chloro-2-fluoroethylene),

-not more than 20 ppm by weight of HCFO-1122 (1-chloro-2,2-difluoroethylene),

-not more than 3 ppm by weight of HFO-1234yf (2,3,3,3-tetrafluoropropene),

-not more than 3 ppm by weight of HFO-1243zf (3,3,3-trifluoropropene),

-not more than 3 ppm by weight of HCFO-1122a (1-chloro-1,2-difluoroethylene),

-not more than 4,5 ppm by weight of HFO-1234yf  HCFO-1122a  HFO-1243zf (2,3,3,3-tetrafluoropropene  1-chloro-1,2-difluoroethylene  3,3,3-trifluoropropene),

-not more than 3 ppm by weight of any individual unspecified/unknown chemical,

-not more than 10 ppm by weight of all unspecified/unknown chemicals combined,

-not more than 10 ppm by weight of water,

-with an acidity level of not more than 0,1 ppm by weight,

-without halides,

-not more than 0,01 % by volume of high boilers,

-without any odour (no malodour),
for use with or without further purification as an under GMP (Good Manufacturing Practice) produced inhalation grade of HFC-134a in the manufacture of a propellant for medical aerosols whose contents are absorbed in the oral or nasal cavities, and/or the respiratory tract","2022-01-01","#NA",106997,"2903450000","80"
8635,106998,"2903460000","80","1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)","2022-01-01","#NA",107016,"2903410000","10"
8636,107038,"2903460010","80","1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea)","2022-01-01","#NA",106998,"2903460000","80"
8637,107039,"2903460020","80","1,1,1,2,2,3-Hexafluoropropane (HFC-236cb)","2022-01-01","#NA",106998,"2903460000","80"
8638,107040,"2903460030","80","1,1,1,2,3,3-Hexafluoropropane (HFC-236ea)","2022-01-01","#NA",106998,"2903460000","80"
8639,107041,"2903460040","80","1,1,1,3,3,3-Hexafluoropropane (HFC-236fa)","2022-01-01","#NA",106998,"2903460000","80"
8640,106999,"2903470000","80","1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)","2022-01-01","#NA",107016,"2903410000","10"
8641,107036,"2903470010","80","1,1,2,2,3-Pentafluoropropane (HFC-245fa)  (CAS RN 460-73-1)","2022-01-01","#NA",106999,"2903470000","80"
8642,107083,"2903470020","80","1,1,1,3,3-Pentafluoropropane (HFC-245fa) (CAS RN 460-73-1)","2022-01-01","#NA",106999,"2903470000","80"
8643,107000,"2903480000","80","1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)","2022-01-01","#NA",107016,"2903410000","10"
8644,107075,"2903480010","80","1,1,1,3,3-Pentafluorobutane (HFC-365mfc)","2022-01-01","#NA",107000,"2903480000","80"
8645,107074,"2903480020","80","1,1,1,2,2,3,4,5,5,5-Decafluoropentane (HFC-43-10mee)","2022-01-01","#NA",107000,"2903480000","80"
8646,107001,"2903490000","80","Other","2022-01-01","#NA",107016,"2903410000","10"
8647,107002,"2903491000","80","Other pentafluoropropanes, hexafluoropropanes and heptafluoropropanes","2022-01-01","#NA",107001,"2903490000","80"
8648,107003,"2903493000","80","Perfluorinated derivatives","2022-01-01","#NA",107001,"2903490000","80"
8649,107042,"2903493010","80","Carbon tetrafluoride (tetrafluoromethane) (CAS RN 75-73-0)","2022-01-01","#NA",107003,"2903493000","80"
8650,107043,"2903493020","80","Perfluoroethane (CAS RN 76-16-4)","2022-01-01","#NA",107003,"2903493000","80"
8651,107058,"2903493030","80","1H-Perfluorohexane (CAS RN 355-37-3)","2022-01-01","#NA",107003,"2903493000","80"
8652,107044,"2903493090","80","Other","2022-01-01","#NA",107003,"2903493000","80"
8653,107004,"2903499000","80","Other","2022-01-01","#NA",107001,"2903490000","80"
8654,107084,"2903499010","80","Fluoroethane (ethyl fluoride) (HFC-161)","2022-01-01","#NA",107004,"2903499000","80"
8655,107085,"2903499090","80","Other","2022-01-01","#NA",107004,"2903499000","80"
8656,107015,"2903510000","10","Unsaturated fluorinated derivatives of acyclic hydrocarbons","2022-01-01","#NA",36225,"2903000000","80"
8657,107008,"2903510000","80","2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)","2022-01-01","#NA",107015,"2903510000","10"
8658,107046,"2903510010","80","2,3,3,3-Tetrafluoroprop-1-ene (2,3,3,3-tetrafluoropropene) (CAS RN 754-12-1)","2022-01-01","#NA",107008,"2903510000","80"
8659,107048,"2903510020","80","Trans-1,3,3,3-tetrafluoroprop-1-ene (Trans-1,3,3,3-tetrafluoropropene)|(CAS|RN|29118-24-9)","2022-01-01","#NA",107008,"2903510000","80"
8660,107050,"2903510090","80","Other","2022-01-01","#NA",107008,"2903510000","80"
8661,107006,"2903590000","80","Other","2022-01-01","#NA",107015,"2903510000","10"
8662,107052,"2903590020","80","(Perfluorobutyl) ethylene (CAS RN 19430-93-4)","2022-01-01","#NA",107006,"2903590000","80"
8663,107053,"2903590030","80","Hexafluoropropene (CAS RN 116-15-4)","2022-01-01","#NA",107006,"2903590000","80"
8664,107054,"2903590040","80","1,1,2,3,4,4-Hexafluorobuta-1,3-diene (CAS|RN|685-63-2)","2022-01-01","#NA",107006,"2903590000","80"
8665,107051,"2903590090","80","Other","2022-01-01","#NA",107006,"2903590000","80"
8666,107014,"2903610000","10","Brominated or iodinated derivatives of acyclic hydrocarbons","2022-01-01","#NA",36225,"2903000000","80"
8667,107007,"2903610000","80","Methyl bromide (bromomethane)","2022-01-01","#NA",107014,"2903610000","10"
8668,107009,"2903620000","80","Ethylene dibromide (ISO) (1,2-dibromoethane)","2022-01-01","#NA",107014,"2903610000","10"
8669,107010,"2903690000","80","Other","2022-01-01","#NA",107014,"2903610000","10"
8670,107019,"2903691100","10","Bromides","2022-01-01","#NA",107010,"2903690000","80"
8671,107011,"2903691100","80","Dibromomethane","2022-01-01","#NA",107019,"2903691100","10"
8672,107012,"2903691900","80","Other","2022-01-01","#NA",107019,"2903691100","10"
8673,107027,"2903691930","80","1-Bomopropane (CAS RN 106-94-5)","2022-01-01","#NA",107012,"2903691900","80"
8674,107024,"2903691940","80","3-(Bromomethyl)pentane (CAS RN 3814-34-4) with a purity by weight of 99 % or more","2022-01-01","#NA",107012,"2903691900","80"
8675,108448,"2903691950","80","Vinyl bromide (CAS RN 593-60-2) with a purity by weight of 98 % or more, or as a solution in tetrahydrofuran (CAS RN 109-99-9) containing by weight 23 % or more, but not more than 26 % vinylbromide","2023-01-01","#NA",107012,"2903691900","80"
8676,107259,"2903691960","80","1-Bromo-2-methylpropane (CAS RN 78-77-3) with a purity by weight of 99 % or more","2022-01-01","#NA",107012,"2903691900","80"
8677,107030,"2903691990","80","Other","2022-01-01","#NA",107012,"2903691900","80"
8678,107013,"2903698000","80","Iodides","2022-01-01","#NA",107010,"2903690000","80"
8679,95360,"2903710000","10","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens","2012-01-01","#NA",36225,"2903000000","80"
8680,95361,"2903710000","80","Chlorodifluoromethane (HCFC-22)","2012-01-01","#NA",95360,"2903710000","10"
8681,95362,"2903720000","80","Dichlorotrifluoroethanes (HCFC-123)","2012-01-01","#NA",95360,"2903710000","10"
8682,105396,"2903720010","80","Dichloro-1,1,1-trifluoroethane (CAS RN 306-83-2) with a purity by weight of 99 % or more","2020-07-01","#NA",95362,"2903720000","80"
8683,105397,"2903720090","80","Other","2020-07-01","#NA",95362,"2903720000","80"
8684,95363,"2903730000","80","Dichlorofluoroethanes (HCFC-141, 141b)","2012-01-01","#NA",95360,"2903710000","10"
8685,95364,"2903740000","80","Chlorodifluoroethanes (HCFC-142, 142b)","2012-01-01","#NA",95360,"2903710000","10"
8686,95365,"2903750000","80","Dichloropentafluoropropanes (HCFC-225, 225ca, 225cb)","2012-01-01","#NA",95360,"2903710000","10"
8687,95355,"2903760000","80","Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)","2012-01-01","#NA",95360,"2903710000","10"
8688,95356,"2903761000","80","Bromochlorodifluoromethane (Halon-1211)","2012-01-01","#NA",95355,"2903760000","80"
