"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
12711,71115,"3920202999","80","Other","2000-01-01","#NA",103888,"3920202960","10"
12712,91854,"3920208000","80","Of a thickness exceeding 0,10 mm","2010-01-01","#NA",39202,"3920200000","80"
12713,91855,"3920208010","80","For use in certain types of aircraft","2010-01-01","#NA",91854,"3920208000","80"
12714,104528,"3920208090","80","Other","2019-01-01","#NA",91854,"3920208000","80"
12715,39226,"3920300000","80","Of polymers of styrene","1972-01-01","#NA",39155,"3920000000","80"
12716,39227,"3920300010","80","Acrylonitrile-butadiene-styrene, for use in certain types of aircraft","1972-01-01","#NA",39226,"3920300000","80"
12717,39229,"3920300090","80","Other","1972-01-01","#NA",39226,"3920300000","80"
12718,73479,"3920430000","10","Of polymers of vinyl chloride","2002-01-01","#NA",39155,"3920000000","80"
12719,73480,"3920430000","80","Containing by weight not less than 6 % of plasticisers","2002-01-01","#NA",73479,"3920430000","10"
12720,73481,"3920431000","80","Of a thickness not exceeding 1 mm","2002-01-01","#NA",73480,"3920430000","80"
12721,73482,"3920431010","80","For use in certain types of aircraft","2002-01-01","#NA",73481,"3920431000","80"
12722,91057,"3920431092","10","Other","2009-01-01","#NA",73481,"3920431000","80"
12723,73485,"3920431092","80","Sheeting of poly(vinyl chloride), stabilized against ultraviolet rays, without any holes, even microscopic, of a thickness of 60 µm or more but not more than 80 µm, containing 30 or more but not more than 40 parts of plasticizer to 100 parts of poly(vinyl chloride)","2002-01-01","#NA",91057,"3920431092","10"
12724,74756,"3920431094","80","Film of a specular gloss of 70 or more, measured at an angle of 60 ° using a glossmeter (as determined by the ISO 2813:2000 method), consisting of one or two layers of poly(vinyl chloride) coated on both sides with a layer of plastic, of a thickness of 0,26 mm or more but not more than 1,0 mm, covered on the gloss surface with a protective film of polyethylene, in rolls of a width of 1 000 mm or more but not more than 1 450 mm, for use in the manufacture of goods of heading 9403","2002-01-01","#NA",91057,"3920431092","10"
12725,74757,"3920431095","80","Reflecting laminated sheet, consisting of a film of poly(vinyl chloride) and a film of an other plastic totally embossed in a regular pyramidal pattern, covered on one side with a release sheet","2002-01-01","#NA",91057,"3920431092","10"
12726,73487,"3920431099","80","Other","2002-01-01","#NA",91057,"3920431092","10"
12727,73488,"3920439000","80","Of a thickness exceeding 1 mm","2002-01-01","#NA",73480,"3920430000","80"
12728,73489,"3920439010","80","For use in certain types of aircraft","2002-01-01","#NA",73488,"3920439000","80"
12729,73490,"3920439090","80","Other","2002-01-01","#NA",73488,"3920439000","80"
12730,73491,"3920490000","80","Other","2002-01-01","#NA",73479,"3920430000","10"
12731,73492,"3920491000","80","Of a thickness not exceeding 1 mm","2002-01-01","#NA",73491,"3920490000","80"
12732,73493,"3920491010","80","For use in certain types of aircraft","2002-01-01","#NA",73492,"3920491000","80"
12733,97891,"3920491030","10","Other","2014-01-01","#NA",73492,"3920491000","80"
12734,97892,"3920491030","80","Film of a (polyvinyl)chloride-copolymer<br> <br><br><br>- containing by weight 45 % or more of fillers<br> <br><br><br>- on a support<br>","2014-01-01","#NA",97891,"3920491030","10"
12735,74759,"3920491093","80","Film of a specular gloss of 70 or more, measured at an angle of 60 ° using a glossmeter (as determined by the ISO 2813:2000 method), consisting of one or two layers of poly(vinyl chloride) coated on both sides with a layer of plastic, of a thickness of 0,26 mm or more but not more than 1,0 mm, covered on the gloss surface with a protective film of polyethylene, in rolls of a width of 1 000 mm or more but not more than 1 450 mm, for use in the manufacture of goods of heading 9403","2002-01-01","#NA",97891,"3920491030","10"
12736,73507,"3920491099","80","Other","2002-01-01","#NA",97891,"3920491030","10"
12737,73508,"3920499000","80","Of a thickness exceeding 1 mm","2002-01-01","#NA",73491,"3920490000","80"
12738,73509,"3920499010","80","For use in certain types of aircraft","2002-01-01","#NA",73508,"3920499000","80"
12739,73511,"3920499090","80","Other","2002-01-01","#NA",73508,"3920499000","80"
12740,39281,"3920510000","10","Of acrylic polymers","1972-01-01","#NA",39155,"3920000000","80"
12741,39282,"3920510000","80","Of poly(methyl methacrylate)","1972-01-01","#NA",39281,"3920510000","10"
12742,70750,"3920510020","80","Plate of poly(methyl methacrylate) containing aluminium trihydroxide, of a thickness of 3,5 mm or more but not more than 19 mm","1999-07-01","#NA",39282,"3920510000","80"
12743,76266,"3920510030","80","Biaxially-oriented film of poly(methyl methacrylate), of a thickness of 50μm or more but not exceeding 125μm","2003-01-01","#NA",39282,"3920510000","80"
12744,90772,"3920510040","80","Sheets of polymethylmethacrylate conforming to standard EN 4366 (MIL-PRF-25690)","2009-01-01","#NA",39282,"3920510000","80"
12745,96986,"3920510050","80","Sheets of polymethylmethacrylate conforming to standard<br>— EN 4364 (MIL-P-5425E) and DTD5592A, or<br>— EN 4365 (MIL-P-8184) and DTD5592A","2013-01-01","#NA",39282,"3920510000","80"
12746,58588,"3920510090","80","Other","1995-07-01","#NA",39282,"3920510000","80"
12747,39283,"3920590000","80","Other","1972-01-01","#NA",39281,"3920510000","10"
12748,65445,"3920591000","80","Copolymer of acrylic and methacrylic esters, in the form of film of a thickness not exceeding 150 micrometres","1997-01-01","#NA",39283,"3920590000","80"
12749,65446,"3920599000","80","Other","1997-01-01","#NA",39283,"3920590000","80"
12750,39290,"3920610000","10","Of polycarbonates, alkyd resins, polyallyl esters or other polyesters","1972-01-01","#NA",39155,"3920000000","80"
12751,39291,"3920610000","80","Of polycarbonates","1972-01-01","#NA",39290,"3920610000","10"
12752,99259,"3920610030","80","Reflecting sheet:<br> <br><br><br>- of a polycarbonate or acrylic polymer film embossed on one side in a regular shaped pattern<br> <br><br><br>- covered on one or both sides with one or more layers of plastic or metallisation, and<br> <br><br><br>- whether or not covered on one side with a self-adhesive layer and a release sheet<br>","2015-07-01","#NA",39291,"3920610000","80"
12753,105611,"3920610040","80","Extruded thermoplastic foils or films of polycarbonate with: - matt surface texture on both sides - a thickness of more than 50 mm but not more than 200 mm, - a width of 800 mm or more, but not more than 1 500 mm, and - a length of 300 m or more, but not more 2500 m","2021-01-01","#NA",39291,"3920610000","80"
12754,108063,"3920610050","80","Coextruded film of polycarbonate main layer and polymethyl methacrylate top layer with a:
 
-total thickness of more than 230 μm but not more than 270 μm,
 
-top layer thickness of more than 40 μm but not more than 55 μm,
 
-defined surface roughness of the top layer of 0,5 μm or less (according to ISO 4287),
 
-UV-stabilized top layer","2022-07-01","#NA",39291,"3920610000","80"
12755,58630,"3920610090","80","Other","1995-07-01","#NA",39291,"3920610000","80"
12756,39292,"3920620000","80","Of poly(ethylene terephthalate)","1972-01-01","#NA",39290,"3920610000","10"
12757,91859,"3920621200","10","Of a thickness not exceeding 0,35 mm","2010-01-01","#NA",39292,"3920620000","80"
12758,91860,"3920621200","80","Poly(ethylene terephthalate) film, of a thickness of 72 micrometres or more but not exceeding 79 micrometres, for the manufacture of flexible magnetic disks; poly(ethylene terephthalate) film, of a thickness of 100 micrometres or more but not exceeding 150 micrometres, for the manufacture of photopolymer printing plates","2010-01-01","#NA",91859,"3920621200","10"
12759,65443,"3920621900","80","Other","1997-01-01","#NA",91859,"3920621200","10"
12760,104012,"3920621905","80","Poly(ethylene terephthalate) film in rolls:<br> <br><br><br>- with a thickness of 0,335 mm or more but not more than 0,365 mm, and<br> <br><br><br>- coated with a gold layer with a thickness of 0,03 μm or more but not more than 0,06 μm<br>","2018-07-01","#NA",65443,"3920621900","80"
12761,97630,"3920621908","80","Poly(ethylene terephthalate) film, not coated with an adhesive, of a thickness of not more than 25 µm, either:<br> <br><br><br>- only dyed in the mass, or<br> <br><br><br>- dyed in the mass and metallised on one side<br>","2013-07-01","#NA",65443,"3920621900","80"
12762,97631,"3920621912","80","Film of poly(ethylene terephthalate) only, of a total thickness of not more than 120 µm, consisting of one or two layers each containing a colouring and/or UV-absorbing material throughout the mass, uncoated with an adhesive or any other material","2013-07-01","#NA",65443,"3920621900","80"
12763,97632,"3920621918","80","Laminated film of poly(ethylene terephthalate) only, of a total thickness of not more than 120 µm, consisting of one layer which is metallised only and one or two layers each containing a colouring and/or UV-absorbing material throughout the mass, uncoated with an adhesive or any other material","2013-07-01","#NA",65443,"3920621900","80"
12764,91210,"3920621920","80","Reflecting polyester sheeting embossed in a pyramidal pattern, for the manufacture of safety stickers and badges, safety clothing and accessories thereof, or of school satchels, bags or similar containers","2009-07-01","#NA",65443,"3920621900","80"
12765,108397,"3920621928","80","Non-transparent poly(ethylene terephthalate) film:

-each outer layer with a thickness of 7 nm or more but not more than 80 nm,

-with a tensile strength of 300 N/cm or more (ASTM D-882),

-with a total thickness of 200 µm or more but not more than 350 µm, and

-with a width of 600 mm or more but not more than 1 600 mm

- covered on one side with a layer of a fluoropolymer, and on the other side with an adhesive and a layer of polyvinylidene difluoride, or coated on both sides with polyvinylidene difluoride or polyvinyl fluoride based on fluorinated polymer composites","2023-01-01","#NA",65443,"3920621900","80"
12766,97635,"3920621938","80","Poly(ethylene terephthalate) film, of a thickness of not more than 12 µm, coated on one side with a layer of aluminium oxide of a thickness of not more than 35 nm","2013-07-01","#NA",65443,"3920621900","80"
12767,97636,"3920621948","80","Sheets or rolls of poly(ethylene terephthalate):<br> <br><br><br>- coated on both sides with a layer of epoxy acrylic resin,<br> <br><br><br>- of a total thickness of 37 μm (± 3 μm)<br>","2013-07-01","#NA",65443,"3920621900","80"
12768,97637,"3920621952","80","Film of poly(ethylene terephthalate), poly(ethylene naphthalate) or similar polyester, coated on one side with metal and/or metal oxides, containing by weight less than 0,1|% of aluminium, of a thickness of not more than 300|µm and having a surface resistivity of not more than 10|000|ohms (per square) (as determined by the ASTM D 257|method)","2013-07-01","#NA",65443,"3920621900","80"
12769,99261,"3920621960","80","Poly (ethylene terephtalate) film:<br> <br><br><br>- of a thickness of not more than 20 µm,<br> <br><br><br>- coated on at least one side with a gas barrier layer consisting of a polymeric matrix in which silica or aluminium oxide has been dispersed and of a thickness of not more than 2µm<br>","2015-07-01","#NA",65443,"3920621900","80"
12770,105612,"3920621968","80","Poly(ethylene terephthalate) film in rolls:
 
-with a thickness of 50 μm or more but not more than 350 μm, and
 
-covered with a layer of sputtered precious metal such as gold or palladium with a thickness of 0,02 μm or more but not more than 0,06 μm","2021-01-01","#NA",65443,"3920621900","80"
12771,97640,"3920621976","80","Transparent poly(ethylene terephthalate) film:<br> <br><br><br>- coated on both sides with layers of organic substances on the basis of acryl of a thickness of 7 nm or more but not more than 80 nm,<br> <br><br><br>- with a surface tension of 36 Dyne/cm or more but not more than 39 Dyne/cm,<br> <br><br><br>- with a light transmission of more than 93 %,<br> <br><br><br>- with a haze value of not more than 1,3 %,<br> <br><br><br>- with a total thickness of 10 µm or more but not more than 350 µm,<br> <br><br><br>- with a width of 800 mm or more but not more than 1 600 mm<br>","2013-07-01","#NA",65443,"3920621900","80"
12772,71026,"3920621999","80","Other","1999-08-20","#NA",65443,"3920621900","80"
12773,39324,"3920629000","80","Of a thickness exceeding 0,35 mm","1994-01-01","#NA",39292,"3920620000","80"
12774,104014,"3920629010","80","Poly(ethylene terephthalate) film in rolls:<br> <br><br><br>- with a thickness of 0,335 mm or more but not more than 0,365 mm, and<br> <br><br><br>- coated with a gold layer with a thickness of 0,03 μm or more but not more than 0,06 μm<br>","2018-07-01","#NA",39324,"3920629000","80"
12775,105613,"3920629020","80","Poly(ethylene terephthalate) film in rolls:
 
-with a thickness of 50 μm or more but not more than 350 μm, and
 
-covered with a layer of sputtered precious metal such as gold or palladium with a thickness of 0,02 μm or more but not more than 0,06 μm","2021-01-01","#NA",39324,"3920629000","80"
12776,104013,"3920629090","80","Other","2018-07-01","#NA",39324,"3920629000","80"
12777,39330,"3920630000","80","Of unsaturated polyesters","1972-01-01","#NA",39290,"3920610000","10"
12778,39338,"3920690000","80","Of other polyesters","1972-01-01","#NA",39290,"3920610000","10"
12779,67149,"3920690020","80","Film of poly(ethylene naphthalene-2,6-dicarboxylate)","1997-07-01","#NA",39338,"3920690000","80"
12780,105446,"3920690030","80","Mono- or multilayer, transverse oriented, shrink film:
 
-composed of more than 85 % by weight of polylactic acid, not more than 5 % by weight of inorganic or organic additives and not more than 10 % by weight of additives based on biodegradable polyesters,
 
-with a thickness of 20 μm or more but not more than 100 μm,
 
-with a length of 2 385 m or more but not more than 9 075 m,
 
-biodegradable and compostable (as determined by the method EN 13432)","2020-07-01","#NA",39338,"3920690000","80"
12781,99243,"3920690050","80","Monolayer, biaxially oriented film:<br> <br><br><br>- composed of more than 85 % by weight of poly(lactic acid) and not more than 10,50 % by weight of modified poly(lactic acid) based polymer, poly-glycol ester and talc,<br> <br><br><br>- having a thickness of 20 µm or more but not more than 120 µm<br> <br><br><br>- biodegradable and compostable (as determined by the method  EN 13432)<br>","2015-07-01","#NA",39338,"3920690000","80"
12782,99244,"3920690060","80","Monolayer, transverse oriented, shrink film:<br> <br><br><br>- composed of more than 80 % by weight of poly(lactic acid) and not more than 15,75 % by weight of additives of modified poly(lactic acid),<br> <br><br><br>- having a thickness of 45 µm or more but not more than 50 µm,<br> <br><br><br>- biodegradable and compostable (as determined by the method  EN 13432)<br>","2015-07-01","#NA",39338,"3920690000","80"
12783,105447,"3920690070","80","Mono- or multilayer, biaxially oriented film: -composed of more than 85 % by weight of polylactic acid, not more than 5 % by weight of inorganic or organic additives, and not more than 10 % by weight of additives based on biodegradable polyesters, -with a thickness of 9 mm or more but not more than 120 mm, -with a length of 1 395 m or more but not more than 21 560 m, -biodegradable and compostable (as determined by the method EN 13432)","2020-07-01","#NA",39338,"3920690000","80"
12784,39347,"3920690090","80","Other","1972-01-01","#NA",39338,"3920690000","80"
12785,39348,"3920710000","10","Of cellulose or its chemical derivatives","1972-01-01","#NA",39155,"3920000000","80"
12786,39349,"3920710000","80","Of regenerated cellulose","1972-01-01","#NA",39348,"3920710000","10"
12787,39355,"3920730000","80","Of cellulose acetate","1972-01-01","#NA",39348,"3920710000","10"
12788,39356,"3920731000","80","Film in rolls or in strips, for cinematography or photography","1972-01-01","#NA",39355,"3920730000","80"
12789,91861,"3920738000","80","Other","2010-01-01","#NA",39355,"3920730000","80"
12790,39359,"3920790000","80","Of other cellulose derivatives","1972-01-01","#NA",39348,"3920710000","10"
12791,85999,"3920791000","80","Of vulcanised fibre","2007-01-01","#NA",39359,"3920790000","80"
12792,99245,"3920791010","80","Sheets of painted vulcanised fibre-board with a thickness of not more than 1,5 mm","2015-07-01","#NA",85999,"3920791000","80"
12793,99246,"3920791090","80","Other","2015-07-01","#NA",85999,"3920791000","80"
12794,86000,"3920799000","80","Other","2007-01-01","#NA",39359,"3920790000","80"
12795,39360,"3920910000","10","Of other plastics","1972-01-01","#NA",39155,"3920000000","80"
12796,39361,"3920910000","80","Of poly(vinyl butyral)","1972-01-01","#NA",39360,"3920910000","10"
12797,39362,"3920910010","80","For use in certain types of aircraft","1972-01-01","#NA",39361,"3920910000","80"
12798,105264,"3920910052","10","Other","2020-01-01","#NA",39361,"3920910000","80"
12799,92717,"3920910052","80","Poly(vinyl butyral) film:<br> <br><br><br>- containing by weight  26 % or more but not more than 30 % of triethyleneglycol bis(2-ethyl hexanoate) as a plasticiser,<br> <br><br><br>- with a thickness of 0,73 mm or more but not more than 1,50 mm<br>","2010-07-01","#NA",105264,"3920910052","10"
12800,39364,"3920910091","80","Poly(vinyl butyral) film having a graduated coloured band","1972-01-01","#NA",105264,"3920910052","10"
12801,70146,"3920910093","80","Film of poly(ethylene terephthalate), whether or not metallised on one or both sides, or laminated film of poly(ethylene terephthalate) films, metallised on the external sides only, and having the following characteristics:<br> <br><br><br>- a visible light transmission of 50 % or more,<br> <br><br><br>- coated on one or both sides with a layer of poly(vinyl butyral) but not coated with an adhesive or any other material except poly(vinyl butyral),<br> <br><br><br>- a total thickness of not more than 0,2 mm without taking the presence of poly(vinyl butyral) into account and a thickness of poly(vinyl butyral) of more than 0,2 mm<br>","1998-07-01","#NA",105264,"3920910052","10"
12802,97844,"3920910095","10","Co-extruded trilayer poly(vinyl butyral) film","2014-01-01","#NA",105264,"3920910052","10"
12803,91096,"3920910095","80","Co-extruded trilayer poly(vinyl butyral) film with a graduated colour band containing by weight 29 % or more but not more than 31 % of 2,2'-ethylenedioxydiethyl bis(2-ethylhexanoate) as a plasticiser","2009-07-01","#NA",97844,"3920910095","10"
12804,91098,"3920910097","80","Other","2009-07-01","#NA",97844,"3920910095","10"
12805,39366,"3920910099","80","Other","1972-01-01","#NA",105264,"3920910052","10"
12806,39367,"3920920000","80","Of polyamides","1972-01-01","#NA",39360,"3920910000","10"
12807,39372,"3920930000","80","Of amino-resins","1972-01-01","#NA",39360,"3920910000","10"
12808,39373,"3920940000","80","Of phenolic resins","1972-01-01","#NA",39360,"3920910000","10"
12809,39374,"3920990000","80","Of other plastics","1972-01-01","#NA",39360,"3920910000","10"
12810,70550,"3920992100","10","Of condensation or rearrangement polymerisation products, whether or not chemically modified","1999-01-01","#NA",39374,"3920990000","80"
12811,65458,"3920992100","80","Polyimide foil and strip, uncoated, or coated or covered solely with plastic","1997-01-01","#NA",70550,"3920992100","10"
12812,70421,"3920992800","80","Other","1999-01-01","#NA",70550,"3920992100","10"
12813,82339,"3920992840","80","Polymer film containing the following monomers:<br> <br><br><br>- poly (tetramethylene ether glycol),<br> <br><br><br>- bis (4-isocyanotocyclohexyl) methane,<br> <br><br><br>- 1,4-butanediol or 1,3-butanediol,<br> <br><br><br>- with a thickness of 0,25 mm or more but not more than 5,0 mm,<br> <br><br><br>- embossed with a regular pattern on one surface,<br> <br><br><br>- and covered with a release sheet<br>","2006-01-01","#NA",70421,"3920992800","80"
12814,97890,"3920992845","80","Transparent polyurethane film metallised on one side:<br> <br><br><br>- with a gloss of more than 90 degrees according to ASTM D2457<br> <br><br><br>- covered on the metalized side with a heat bonding adhesive layer consisting of polyethylene/polypropylene copolymer<br> <br><br><br>- covered on the other side with a protective poly(ethylene terephthalate) film<br> <br><br><br>- with a total thickness of more than 204 µm but not more than 244 µm<br>","2014-01-01","#NA",70421,"3920992800","80"
12815,105614,"3920992848","80","Thermoplastic polyurethane foil in rolls, with:
 
-a width of 900 mm or more but not more than 1016 mm,
 
-a matt finish,
 
-a thickness of 0,4 mm (± 8 %),
 
-an elongation at break of 480 % or more (ASTM D412 (Die C)),
 
-a tensil strength in machine direction of 470 (± 10) kg/cm² (ASTM D412 (Die C)),
 
-a Shore A hardness of 90 (± 3) (ASTM D2240),
 
-a tear strength of 100 (± 10) kg/cm² (ASTM D624 (Die C)),
 
-a melting point of 165°C (± 10 °C)","2021-01-01","#NA",70421,"3920992800","80"
12816,88378,"3920992850","80","Thermoplastic polyurethane film, of a thickness of 250 μm or more but not more than 350 μm, covered on one side with a removable protective film","2007-07-01","#NA",70421,"3920992800","80"
12817,99247,"3920992865","80","Matt, thermoplastic polyurethane foil in rolls with:<br> <br><br><br>- a width of 1640 mm  (± 10 mm),<br> <br><br><br>- a gloss of 3,3 degrees or more but not more than 3,8 (as determined by the method ASTM D2457),<br> <br><br><br>- a surface roughness of 1,9 Ra or more but not more than 2,8 Ra (as determined by the method ISO 4287),<br> <br><br><br>- a thickness of more than 365 µm but not more than 760 µm,<br> <br><br><br>- a hardness of 90 (± 4) (as determined by the method: Shore A (ASTM D2240)),<br> <br><br><br>- an elongation to break of 470 % (as determined by the method: EN ISO 527)<br>","2015-07-01","#NA",70421,"3920992800","80"
12818,93854,"3920992870","80","Sheets on rolls, consisting of epoxy resin, with conducting properties, containing: <br><br><br>- microspheres with a coating of metal, whether or not alloyed with gold, <br> <br><br><br>- an adhesive layer, <br> <br><br><br>- with a protective layer of silicone or poly(ethylene terephthalate) on one side,  <br> <br><br><br>- with a protective layer of poly(ethylene terephthalate) on the other side, and <br> <br><br><br>- with a width of 5 cm or more but not more than 100 cm <br> <br><br><br>- with a length of not more than 2 000 m","2012-01-01","#NA",70421,"3920992800","80"
12819,70526,"3920992890","80","Other","1999-01-01","#NA",70421,"3920992800","80"
12820,91862,"3920995200","10","Of addition polymerisation products","2010-01-01","#NA",39374,"3920990000","80"
12821,91863,"3920995200","80","Poly(vinyl fluoride) sheet; biaxially oriented poly(vinyl alcohol) film, containing by weight 97 % or more of poly(vinyl alcohol), uncoated, of a thickness not exceeding 1 mm","2010-01-01","#NA",91862,"3920995200","10"
12822,65462,"3920995300","80","Ion-exchange membranes of fluorinated plastic material, for use in chlor-alkali electrolytic cells","1997-01-01","#NA",91862,"3920995200","10"
12823,65464,"3920995900","80","Other","1997-01-01","#NA",91862,"3920995200","10"
12824,65465,"3920995910","80","For use in certain types of aircraft","1997-01-01","#NA",65464,"3920995900","80"
12825,90986,"3920995925","10","Other","2009-01-01","#NA",65464,"3920995900","80"
12826,65468,"3920995925","80","Poly(1-chlorotrifluoroethylene) film","1997-01-01","#NA",90986,"3920995925","10"
12827,104683,"3920995930","80","Poly(tetrafluoroethylene) film containing by weight 10 % or more of graphite","2019-07-01","#NA",90986,"3920995925","10"
12828,70753,"3920995955","80","Ion-exchange membranes of fluorinated plastic material","1999-07-01","#NA",90986,"3920995925","10"
12829,100104,"3920995965","80","Film of a vinyl alcohol copolymer, soluble in cold water, of a thickness of 34 µm or more but not more than 90 µm, a tensile strength at break of 20 MPa or more but not more than 55 MPa and an elongation at break of 250 % or more but not more than 900 %","2016-07-01","#NA",90986,"3920995925","10"
12830,104224,"3920995975","80","Film of fluorinated ethylene propylene resin (CAS RN 25067-11-2) with:<br> <br><br><br>- a thickness of 0,010 mm or more but not more than 0,80 mm,<br> <br><br><br>- a width of 1 219 mm or more but not more than 1 575 mm, and<br> <br><br><br>- a melting point of 252 °C (measured according ASTM D-3418)<br>","2019-01-01","#NA",90986,"3920995925","10"
12831,65474,"3920995990","80","Other","1997-01-01","#NA",90986,"3920995925","10"
12832,39405,"3920999000","80","Other","1972-01-01","#NA",39374,"3920990000","80"
12833,86797,"3920999020","80","Anisotropic conductive film, in rolls, of a width of 1,2 mm or more but not more than 3,15 mm and a maximum length of 300 m, used for joining electronic components in the production of LCD or plasma displays","2007-01-01","#NA",39405,"3920999000","80"
12834,84678,"3920999090","80","Other","2006-07-01","#NA",39405,"3920999000","80"
12835,39406,"3921000000","80","Other plates, sheets, film, foil and strip, of plastics","1972-01-01","#NA",38920,"3915000000","10"
12836,39407,"3921110000","10","Cellular","1972-01-01","#NA",39406,"3921000000","80"
12837,39408,"3921110000","80","Of polymers of styrene","1972-01-01","#NA",39407,"3921110000","10"
12838,39409,"3921110010","80","Acrylonitrile butadiene styrene, for use in certain types of aircraft","1972-01-01","#NA",39408,"3921110000","80"
12839,39411,"3921110090","80","Other","1972-01-01","#NA",39408,"3921110000","80"
12840,39412,"3921120000","80","Of polymers of vinyl chloride","1972-01-01","#NA",39407,"3921110000","10"
12841,39413,"3921120020","80","For use in certain types of aircraft","1972-01-01","#NA",39412,"3921120000","80"
12842,39414,"3921120090","80","Other","1972-01-01","#NA",39412,"3921120000","80"
12843,39415,"3921130000","80","Of polyurethanes","1972-01-01","#NA",39407,"3921110000","10"
12844,39416,"3921131000","80","Flexible","1994-01-01","#NA",39415,"3921130000","80"
12845,81297,"3921131010","80","Sheet of polyurethane foam, of a thickness of 3 mm (± 15 %) and of a specific gravity of 0,09435 or more but not more than 0,10092","2005-01-01","#NA",39416,"3921131000","80"
12846,81345,"3921131090","80","Other","2005-01-01","#NA",39416,"3921131000","80"
12847,39417,"3921139000","80","Other","1994-01-01","#NA",39415,"3921130000","80"
12848,39418,"3921140000","80","Of regenerated cellulose","1972-01-01","#NA",39407,"3921110000","10"
12849,96261,"3921140020","80","Cellular block of regenerated cellulose, impregnated with water containing magnesium chloride and quaternary ammonium compounds, measuring 100 cm (± 10 cm) × 100 cm (± 10 cm) × 40 cm (± 5 cm)","2012-07-01","#NA",39418,"3921140000","80"
12850,96262,"3921140080","80","Other","2012-07-01","#NA",39418,"3921140000","80"
12851,39419,"3921190000","80","Of other plastics","1972-01-01","#NA",39407,"3921110000","10"
12852,70422,"3921190010","80","For use in certain types of aircraft","1999-01-01","#NA",39419,"3921190000","80"
12853,97894,"3921190030","10","Other","2014-01-01","#NA",39419,"3921190000","80"
12854,97895,"3921190030","80","Blocks with cellular structure, containing by weight:<br> <br><br><br>- polyamide-6 or poly(epoxy anhydride)<br> <br><br><br>- 7 % or more but not more than 9 % of polytetrafluorethylene if present<br> <br><br><br>- 10 % or more but not more than 25 % of inorganic fillers<br>","2014-01-01","#NA",97894,"3921190030","10"
12855,100101,"3921190040","80","Transparent, microporous, acrylic acid grafted polyethylene film, in the form of rolls, with:<br> <br><br><br>- a width of 98 mm or more but not more than170 mm,<br> <br><br><br>- a thickness of 15 µm or more but not more than 36 µm,<br>of a kind used for the manufacture of alkaline battery separators","2016-07-01","#NA",97894,"3921190030","10"
12856,105780,"3921190045","80","Microporous monolayer film of polypropylene or a microporous trilayer film of polypropylene, polyethylene and polypropylene, each film with:

-zero transversal production direction (TD) shrinkage,

-a total thickness of 8 μm or more, but not more than 50 μm,

-a width of 15 mm or more, but not more than 900 mm,

-a length of more than 200 m, but not more than 8 000 m,

-an average pore size between 0,02 μm and 0,1 μm

-laminated or not with a Polypropylene non-woven mat of 50 to 200 µm thickness

-coated or not with surfactant

-coated or not on 1 or 2 sides with a ceramic layer of min 1 µm thickness or more, but not more than 5 µm

-coated or not on 1 or 2 sides with a sticky binder, PVdF type or similar of min 0,5 µm thickness or more, but not more than 5 µm","2021-01-01","#NA",97894,"3921190030","10"
12857,103047,"3921190050","80","Porous membrane of polytetrafluorethylene (PTFE) laminated to a polyester spunbonded non-woven cloth with<br> <br><br><br>- a total thickness of more than 0,05 mm but not more than 0,20 mm,<br> <br><br><br>- a water entry pressure between 5 and 200 kPa according to ISO 811, and<br> <br><br><br>- an air permeability of 0,08 cm<sup>3</sup>/cm<sup>2</sup>/s or more according to ISO 5636-5<br>","2017-07-01","#NA",97894,"3921190030","10"
12858,103586,"3921190060","80","Multi-porous multilayer separator foil with:<br> <br><br><br>- one microporous polyethylene layer between two microporous polypropylene layers and whether or not containing a coating of aluminium oxide on both sides,<br> <br><br><br>- a width of 65 mm or more but not more than 170 mm,<br> <br><br><br>- a total thickness of 0,01 mm or more but not more than 0,03 mm,<br> <br><br><br>- a porosity of 0,25 or more but not more than 0,65<br>","2018-01-01","#NA",97894,"3921190030","10"
12859,91211,"3921190093","80","Strip of microporous polytetrafluoroethylene on a support of a non-woven, for use in the manufacture of filters for kidney dialysis equipment","2009-07-01","#NA",97894,"3921190030","10"
12860,76273,"3921190095","80","Film of polyethersulfone, of a thickness of not more than 200 µm","2003-01-01","#NA",97894,"3921190030","10"
12861,70426,"3921190099","80","Other","1999-01-01","#NA",97894,"3921190030","10"
12862,39424,"3921900000","80","Other","1972-01-01","#NA",39406,"3921000000","80"
12863,91864,"3921901000","10","Of condensation or rearrangement polymerisation products, whether or not chemically modified","2010-01-01","#NA",39424,"3921900000","80"
12864,91865,"3921901000","80","Of polyesters","2010-01-01","#NA",91864,"3921901000","10"
12865,92406,"3921901005","80","Corrugated sheet and plates","2010-01-01","#NA",91865,"3921901000","80"
12866,91866,"3921901010","80","Composite plate of poly(ethylene terephthalate) or of poly(butylene terephthalate), reinforced with glass fibres","2010-01-01","#NA",91865,"3921901000","80"
12867,91867,"3921901020","80","Poly(ethylene terephthalate) film, laminated on one side or on both sides with a layer of unidirectional nonwoven poly(ethylene terephthalate) and impregnated with polyurethane or epoxide resin","2010-01-01","#NA",91865,"3921901000","80"
